"bodydiss","selfcrit","overval","fowg","drivethin","saa","alwaysworry","reject"
0,0.214845929133637,0,0,0.231088611586247,0.425877152195168,0,0
0.214845929133637,0,0.307959730583315,0.237925148945969,0,-0.288844099836952,0.31565494165573,0
0,0.307959730583315,0,0.37394914596225,0.194897106626141,0.265406141253429,0,0
0,0.237925148945969,0.37394914596225,0,0,0,0,-0.243702816299635
0.231088611586247,0,0.194897106626141,0,0,0,0,0
0.425877152195168,-0.288844099836952,0.265406141253429,0,0,0,0,0.714524928502188
0,0.31565494165573,0,0,0,0,0,0.25233990893129
0,0,0,-0.243702816299635,0,0.714524928502188,0.25233990893129,0
