"bodydiss","selfcrit","overval","fowg","drivethin","saa","alwaysworry","reject"
0,0,0.0417221249849708,0.0511642075593757,0.0969959641024658,0,0.0568008342653657,0
0,0,0,0.041782727832085,0,0,0.0803509665316538,0.0384701759004398
0.0417221249849708,0,0,0,0,0.0813238826270946,0.0695694462005577,0
0.0511642075593757,0.041782727832085,0,0,0.298376834316183,0,0,0
0.0969959641024658,0,0,0.298376834316183,0,0,0,0.0633979918085141
0,0,0.0813238826270946,0,0,0,0.146373190648695,0
0.0568008342653657,0.0803509665316538,0.0695694462005577,0,0,0.146373190648695,0,0.0594599854834339
0,0.0384701759004398,0,0,0.0633979918085141,0,0.0594599854834339,0
