"bodydiss","feelfat","fowg","urge_restrict","mistakes","desirethin","overvalwtsh","highstand"
0,0,0.10985147342615,0.0987212549401107,0,0.0657895213856101,0.0968530164438637,0
0,0,0,0.0692626337950908,0,0.0939051947958004,0,0
0.10985147342615,0,0,0.0807661646386844,0.0535104338054431,0.136688619267253,0,0
0.0987212549401107,0.0692626337950908,0.0807661646386844,0,0,0,0,0
0,0,0.0535104338054431,0,0,0,0.101511668740535,0
0.0657895213856101,0.0939051947958004,0.136688619267253,0,0,0,0.249087198784231,0.0649508196461901
0.0968530164438637,0,0,0,0.101511668740535,0.249087198784231,0,0.0865320452996767
0,0,0,0,0,0.0649508196461901,0.0865320452996767,0
