"bodydiss","feelfat","fowg","urge_restrict","mistakes","desirethin","overvalwtsh","highstand"
0,0,0.320752626086899,0,0,-0.304616749022824,0.389551121070624,0
0,0,0,0,0,0.41413379396861,0,0
0.320752626086899,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.336236015381803
0,0,0,0,0,-0.0577982971848851,0,0
-0.304616749022824,0.41413379396861,0,0,-0.0577982971848851,0,0.439103804703506,0
0.389551121070624,0,0,0,0,0.439103804703506,0,0.150421294446221
0,0,0,0.336236015381803,0,0,0.150421294446221,0
