"shame","guilty","overvalwtsh","worryoverwhelm","fearloc","mistakes","emo_overwhelm","ineffective"
0,0,0,0.284050656235244,0,0,0,0
0,0,0,0,0,0.319952799840804,0,0.545598640936745
0,0,0,0,0,0,0.29979983797762,0
0.284050656235244,0,0,0,-0.380196635470085,0.346828505685473,0,0.411938636764781
0,0,0,-0.380196635470085,0,0,0.409168778213905,0
0,0.319952799840804,0,0.346828505685473,0,0,0,0
0,0,0.29979983797762,0,0.409168778213905,0,0,0
0,0.545598640936745,0,0.411938636764781,0,0,0,0
